0,Project,Sector,MW,Zero Date,State,Scope,Region,Customer,PROJECT START_Schedule,PROJECT START_Schedule_Exp/Actual,SITE OPENING_Schedule,SITE OPENING_Schedule_Exp/Actual,CVL START_Schedule,CVL START_Schedule_Exp/Actual,BOILER ERECTION START_Schedule,BOILER ERECTION START_Schedule_Exp/Actual,DRUM LIFTING_Schedule,DRUM LIFTING_Schedule_Exp/Actual,CEILING GIRDER/SEPERATOR ERECTION COMPLETION_Schedule,CEILING GIRDER/SEPERATOR ERECTION COMPLETION_Schedule_Exp/Actual,HYDRAULIC TEST_Schedule,HYDRAULIC TEST_Schedule_Exp/Actual,BOILER LIGHT UP_Schedule,BOILER LIGHT UP_Schedule_Exp/Actual,ALKALI BOIL OUT COMPLETION_Schedule,ALKALI BOIL OUT COMPLETION_Schedule_Exp/Actual,EDTA START_Schedule,EDTA START_Schedule_Exp/Actual,EDTA COMPLETION_Schedule,EDTA COMPLETION_Schedule_Exp/Actual,STEAM BLOWING START_Schedule,STEAM BLOWING START_Schedule_Exp/Actual,STEAM BLOWING COMPLETION_Schedule,STEAM BLOWING COMPLETION_Schedule_Exp/Actual,NORMALIZATION_Schedule,NORMALIZATION_Schedule_Exp/Actual,CONDENSER ERECTION START_Schedule,CONDENSER ERECTION START_Schedule_Exp/Actual,TURBINE ERECTION START_Schedule,TURBINE ERECTION START_Schedule_Exp/Actual,TG BOX UP_Schedule,TG BOX UP_Schedule_Exp/Actual,OIL FLUSHING START_Schedule,OIL FLUSHING START_Schedule_Exp/Actual,OIL FLUSHING COMPLETION_Schedule,OIL FLUSHING COMPLETION_Schedule_Exp/Actual,BARRING GEAR_Schedule,BARRING GEAR_Schedule_Exp/Actual,ROLLING_Schedule,ROLLING_Schedule_Exp/Actual,SYNCHRONISATION_Schedule,SYNCHRONISATION_Schedule_Exp/Actual,FULL LOAD_Schedule,FULL LOAD_Schedule_Exp/Actual,CAPACITY ADDITION_Schedule,CAPACITY ADDITION_Schedule_Exp/Actual,COMMERCIAL OPERATION DECLARATION_Schedule,COMMERCIAL OPERATION DECLARATION_Schedule_Exp/Actual,TRIAL OPERATION COMPLETION_Schedule,TRIAL OPERATION COMPLETION_Schedule_Exp/Actual,HAND OVER_Schedule,HAND OVER_Schedule_Exp/Actual
177,WANAKBORI (800 MW) ,STATE,800,21-10-2014,GUJARAT,EPC,PSWR,GSECL,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,21-02-2016,25-02-2016,N.A.,N.A.,30-09-2016,31-01-2017,21-07-2017,12-01-2018,21-03-2018,12-07-2018,N.A.,N.A.,31-03-2018,31-07-2018,07-04-2018,04-08-2018,10-04-2018,12-10-2018,30-04-2018,27-11-2018,N.A.,N.A.,20-08-2016,22-12-2016,N.A.,N.A.,21-03-2018,24-07-2018,05-04-2018,05-07-2018,15-05-2018,21-10-2018,30-06-2018,28-12-2018,N.A.,N.A.,21-07-2018,03-03-2019,20-10-2018,14-06-2019,22-10-2018,12-10-2019,22-10-2018,12-10-2019,22-10-2018,23-10-2019,22-10-2018,
178,NEYVELI NEW THERMAL POWER PROJECT UNIT-1 (2X500 MW),CENTRAL,500,31-10-2013,TAMILNADU,BTG + CIVIL,PSSR,NLCIL,N.A.,N.A.,N.A.,N.A.,30-04-2014,30-06-2014,31-12-2014,07-03-2016,N.A.,N.A.,30-06-2015,12-12-2016,30-06-2016,24-08-2018,30-04-2017,28-12-2018,N.A.,N.A.,05-05-2017,28-12-2018,15-05-2017,04-01-2019,10-06-2017,20-01-2019,30-06-2017,20-02-2019,N.A.,N.A.,25-10-2015,28-05-2016,N.A.,N.A.,11-01-2017,31-05-2017,10-02-2017,20-11-2017,21-02-2017,15-04-2018,30-04-2017,30-11-2018,N.A.,N.A.,31-07-2017,28-03-2019,28-08-2017,29-09-2019,31-08-2017,19-12-2019,31-08-2017,19-12-2019,30-09-2017,24-04-2020,N.A.,N.A.
179,SURATGARH UNIT-7 (2X660 MW),STATE,660,28-03-2013,RAJSTHAN,EPC,PSER,RRVUNL,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,28-03-2014,26-03-2014,N.A.,N.A.,,31-12-2014,28-08-2015,31-12-2015,28-02-2016,24-02-2017,N.A.,N.A.,20-03-2016,16-04-2018,12-04-2016,30-04-2018,10-05-2016,09-06-2018,29-05-2016,25-08-2018,N.A.,N.A.,15-12-2014,02-05-2015,N.A.,N.A.,15-03-2016,20-01-2017,17-03-2016,09-12-2016,28-04-2016,03-05-2017,31-05-2016,09-11-2017,N.A.,N.A.,28-06-2016,18-12-2018,28-07-2016,30-03-2019,28-08-2016,15-03-2020,28-08-2016,01-12-2020,28-08-2016,15-03-2020,28-09-2016,31-03-2022
180,NABINAGAR SG PKG UNIT-1 (3X660 MW),CENTRAL,0,31-01-2013,BIHAR,SG WITH ESP,PSER,NPGCL (NTPC-BSEB JV),31-01-2013,31-01-2013,N.A.,N.A.,N.A.,N.A.,31-01-2014,14-06-2014,N.A.,N.A.,31-12-2014,31-08-2015,31-08-2015,17-12-2016,31-07-2016,16-07-2017,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,30-09-2016,22-09-2017,14-10-2016,22-12-2017,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,30-11-2016,14-01-2019,31-01-2017,29-03-2019,31-01-2017,12-07-2019,31-01-2017,12-07-2019,31-03-2017,08-10-2019,N.A.,N.A.
181,TANDA ESP PACKAGE(2X660 MW) UNIT-5,CENTRAL,0,18-08-2015,UTTAR PRADESH,ESP PACKAGE ONLY,PSNR,NTPC,18-08-2015,18-08-2015,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,18-08-2017,31-12-2018,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,18-02-2018,09-06-2019,18-06-2018,14-09-2019,18-06-2018,28-09-2019,18-06-2018,28-09-2019,18-06-2018,15-11-2019,N.A.,N.A.
182,DARLIPALLI SG & ESP PKG UNIT-1 (2X800 MW),CENTRAL,0,17-02-2014,ORISSA,SG WITH ESP,PSSR,NTPC ,N.A.,N.A.,17-10-2014,25-11-2014,N.A.,N.A.,17-04-2015,08-04-2015,N.A.,N.A.,02-11-2015,17-04-2016,16-08-2016,13-10-2017,16-04-2017,28-10-2018,N.A.,N.A.,26-04-2017,12-11-2018,06-05-2017,24-11-2018,16-05-2017,27-12-2018,16-06-2017,12-02-2019,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,16-08-2017,04-04-2019,16-10-2017,02-10-2019,16-10-2017,30-12-2019,16-10-2017,01-03-2020,16-11-2017,31-03-2020,N.A.,N.A.
183,BHADRADRI (MANUGURU) (4X270 MW) TPS UNIT-1,STATE,270,21-03-2015,TELANGANA,EPC,PSWR,TSGENCO,21-03-2015,21-03-2015,N.A.,N.A.,N.A.,N.A.,15-09-2017,15-09-2017,31-12-2017,06-01-2018,N.A.,N.A.,31-05-2018,17-08-2018,18-08-2018,25-03-2019,N.A.,N.A.,17-09-2018,10-05-2019,26-09-2018,19-05-2019,01-11-2018,28-06-2019,25-11-2018,23-07-2019,N.A.,N.A.,15-03-2018,31-05-2018,15-03-2018,01-09-2018,15-10-2018,13-02-2019,16-10-2018,14-02-2019,10-11-2018,02-04-2019,15-11-2018,15-04-2019,N.A.,N.A.,14-01-2019,19-09-2019,16-01-2019,20-03-2020,18-01-2019,05-06-2020,18-01-2019,05-06-2020,30-01-2019,16-06-2020,N.A.,N.A.
184,BHADRADRI (MANUGURU) (4X270 MW) TPS UNIT-2,STATE,270,21-03-2015,TELANGANA,EPC,PSWR,TSGENCO,21-03-2015,21-03-2015,N.A.,N.A.,N.A.,N.A.,15-10-2017,12-01-2018,31-01-2018,28-03-2018,N.A.,N.A.,30-06-2018,04-11-2018,18-09-2018,19-10-2019,N.A.,N.A.,17-10-2018,21-10-2019,26-10-2018,24-10-2019,01-12-2018,09-02-2020,25-12-2018,21-02-2020,N.A.,N.A.,15-04-2018,03-01-2019,15-04-2018,12-03-2019,15-11-2018,03-07-2019,16-11-2018,19-06-2019,10-12-2018,25-09-2019,15-12-2018,23-10-2019,N.A.,N.A.,14-02-2019,03-07-2020,16-02-2019,23-11-2020,18-02-2019,07-12-2020,18-02-2019,07-12-2020,28-02-2019,17-12-2020,N.A.,N.A.
185,NEYVELI NEW THERMAL POWER PROJECT UNIT-2 (2X500 MW),CENTRAL,500,31-10-2013,TAMILNADU,BTG + CIVIL,PSSR,NLCIL,N.A.,N.A.,N.A.,N.A.,30-10-2014,27-09-2014,30-06-2015,28-03-2016,N.A.,N.A.,30-12-2015,07-01-2017,30-12-2016,10-12-2018,30-10-2017,30-05-2019,N.A.,N.A.,05-11-2017,04-06-2019,15-11-2017,15-06-2019,15-12-2017,20-08-2019,30-12-2017,26-09-2019,N.A.,N.A.,25-04-2016,01-06-2016,N.A.,N.A.,11-07-2017,21-08-2017,05-08-2017,01-06-2018,21-08-2017,21-09-2018,31-10-2017,10-07-2019,N.A.,N.A.,31-01-2018,26-02-2020,28-03-2018,31-01-2021,31-03-2018,03-02-2021,31-03-2018,03-02-2021,30-04-2018,03-04-2021,N.A.,N.A.
186,GADARWARA UNIT-2 (2X800 MW),CENTRAL,800,22-03-2013,MADHYA PRADESH,BTG,PSNR,NTPC,22-03-2013,22-03-2013,N.A.,N.A.,N.A.,N.A.,22-07-2014,10-04-2015,N.A.,N.A.,01-03-2015,11-04-2016,22-11-2015,28-10-2017,10-07-2016,31-12-2018,22-07-2016,09-01-2019,N.A.,N.A.,N.A.,N.A.,22-08-2016,05-04-2019,22-09-2016,23-12-2019,N.A.,N.A.,22-05-2015,03-07-2017,22-07-2015,03-07-2017,22-05-2016,18-01-2019,30-05-2016,08-11-2018,22-07-2016,22-01-2019,22-08-2016,31-03-2019,N.A.,N.A.,22-11-2016,26-08-2020,22-01-2017,19-01-2021,22-01-2017,15-02-2021,22-01-2017,01-03-2021,22-02-2017,15-03-2021,N.A.,N.A.
187,BHADRADRI (MANUGURU) (4X270 MW) TPS UNIT-3,STATE,270,21-03-2015,TELANGANA,EPC,PSWR,TSGENCO,21-03-2015,21-03-2015,N.A.,N.A.,N.A.,N.A.,15-11-2017,11-01-2018,28-02-2018,28-03-2018,N.A.,N.A.,31-07-2018,28-11-2018,18-10-2018,30-12-2019,N.A.,N.A.,17-11-2018,18-01-2020,26-11-2018,22-01-2020,01-01-2019,28-10-2020,25-01-2019,08-11-2020,N.A.,N.A.,15-05-2018,05-03-2019,15-05-2018,20-06-2019,15-12-2018,24-02-2020,16-12-2018,21-01-2020,10-01-2019,20-06-2020,15-01-2019,01-09-2020,N.A.,N.A.,05-02-2019,15-01-2021,13-02-2019,20-03-2021,16-02-2019,26-03-2021,16-02-2019,26-03-2021,31-03-2019,,N.A.,N.A.
188,LARA (ESP PKG) UNIT-2 (2X800 MW),CENTRAL,0,31-12-2013,CHHATISHGARH,ESP PACKAGE ONLY,PSWR,NTPC,31-12-2013,31-12-2013,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,31-10-2016,14-02-2020,30-12-2016,09-07-2020,30-12-2016,12-07-2020,30-12-2016,12-07-2020,30-04-2017,15-10-2020,N.A.,N.A.
189,TANDA ESP PACKAGE(2X660 MW) UNIT-6,CENTRAL,0,18-08-2015,UTTAR PRADESH,ESP PACKAGE ONLY,PSNR,NTPC,18-08-2015,18-08-2015,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,18-02-2018,08-01-2021,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,18-08-2018,23-03-2021,18-12-2018,28-03-2021,18-12-2018,31-03-2021,18-12-2018,01-07-2021,18-12-2018,15-11-2021,N.A.,N.A.
190,NABINAGAR SG PKG UNIT-2 (3X660 MW),CENTRAL,0,31-01-2013,BIHAR,SG WITH ESP,PSER,NPGCL (NTPC-BSEB JV),31-01-2013,31-01-2013,30-11-2013,28-12-2013,N.A.,N.A.,31-07-2014,29-11-2014,N.A.,N.A.,30-06-2015,20-02-2016,29-02-2016,11-12-2017,31-01-2017,15-09-2019,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,31-03-2017,11-11-2019,14-04-2017,24-12-2019,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,31-05-2017,12-02-2020,31-07-2017,24-03-2021,31-07-2017,31-03-2021,31-07-2017,23-07-2021,30-09-2017,12-08-2021,N.A.,N.A.
191,SURATGARH UNIT-8 (2X660 MW),STATE,660,28-03-2013,RAJSTHAN,EPC,PSER,RRVUNL,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,28-06-2014,25-06-2014,N.A.,N.A.,,01-04-2015,28-11-2015,15-03-2016,28-05-2016,28-09-2017,N.A.,N.A.,20-06-2016,26-09-2018,12-07-2016,06-10-2018,10-08-2016,04-03-2019,29-08-2016,07-06-2019,N.A.,N.A.,15-03-2015,28-06-2015,N.A.,N.A.,15-06-2016,09-11-2017,17-06-2016,04-09-2017,28-07-2016,18-08-2018,31-08-2016,05-02-2019,N.A.,N.A.,28-09-2016,23-03-2021,28-10-2016,30-08-2021,28-11-2016,06-10-2021,28-11-2016,07-10-2021,28-11-2016,06-10-2021,28-12-2016,31-03-2022
192,NABINAGAR UNIT-4 (4X250 MW ),CENTRAL,250,22-01-2008,BIHAR,BTG,PSER,BRBCL,01-10-2010,01-10-2010,N.A.,N.A.,N.A.,N.A.,29-02-2012,07-12-2012,30-06-2012,16-09-2013,N.A.,N.A.,31-03-2013,28-04-2019,31-08-2013,04-11-2020,N.A.,N.A.,03-09-2013,09-11-2020,08-09-2013,13-11-2020,10-09-2013,23-07-2021,30-09-2013,05-08-2021,N.A.,N.A.,30-11-2012,01-05-2019,31-01-2013,25-06-2019,30-09-2013,23-07-2021,03-10-2013,15-10-2020,31-10-2013,23-07-2021,10-11-2013,24-08-2021,N.A.,N.A.,30-11-2013,20-09-2021,28-02-2014,30-10-2021,28-02-2014,10-11-2021,28-02-2014,01-12-2021,28-02-2014,04-01-2022,28-02-2014,31-03-2022
193,DARLIPALLI SG & ESP PKG UNIT-2 (2X800 MW),CENTRAL,0,17-02-2014,ORISSA,SG WITH ESP,PSSR,NTPC ,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,17-08-2015,24-07-2015,N.A.,N.A.,02-03-2016,13-07-2016,16-12-2016,04-12-2018,16-08-2017,24-10-2019,N.A.,N.A.,06-09-2017,04-01-2020,14-09-2017,08-01-2020,16-09-2017,10-12-2020,16-10-2017,24-01-2021,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,16-12-2017,23-03-2021,16-02-2018,24-05-2021,16-02-2018,21-07-2021,16-02-2018,01-09-2021,16-03-2018,30-09-2021,16-03-2018,
194,BARH STG-I PCP PACKAGE (3X660 MW) UNIT-1,CENTRAL,0,22-05-2015,BIHAR,PCP ,PSER,NTPC,22-05-2015,22-05-2015,N.A.,N.A.,N.A.,N.A.,23-10-2015,28-04-2016,N.A.,N.A.,N.A.,N.A.,30-11-2015,10-04-2019,22-02-2016,15-08-2019,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,22-05-2016,27-09-2020,N.A.,N.A.,22-06-2016,30-10-2021,22-06-2016,30-10-2020,22-06-2016,30-10-2021,N.A.,N.A.
195,BARH STG-I PCP PACKAGE (3X660 MW) UNIT-2,CENTRAL,0,22-05-2015,BIHAR,PCP,PSER,NTPC,22-05-2015,22-05-2015,N.A.,N.A.,N.A.,N.A.,23-04-2016,20-08-2016,N.A.,N.A.,N.A.,N.A.,30-05-2016,10-01-2021,22-08-2016,31-01-2022,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,22-11-2016,15-04-2022,22-12-2016,27-04-2022,22-12-2016,30-04-2022,22-12-2016,30-04-2022,22-12-2016,31-05-2022,N.A.,N.A.
196,BARH STG-I PCP PACKAGE (3X660 MW) UNIT-3,CENTRAL,0,22-05-2015,BIHAR,PCP,PSER,NTPC,22-05-2015,22-05-2015,N.A.,N.A.,N.A.,N.A.,23-10-2016,01-03-2018,N.A.,N.A.,N.A.,N.A.,30-11-2016,,22-04-2017,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,22-05-2017,,22-06-2017,,22-06-2017,,22-06-2017,,22-07-2017,,N.A.,N.A.
197,BHADRADRI (MANUGURU) (4X270 MW) TPS UNIT-4,STATE,270,21-03-2015,TELANGANA,EPC,PSWR,TSGENCO,21-03-2015,21-03-2015,N.A.,N.A.,N.A.,N.A.,14-11-2017,08-03-2018,28-02-2018,21-08-2018,N.A.,N.A.,30-07-2018,16-02-2020,17-10-2018,16-04-2021,N.A.,N.A.,10-11-2018,10-07-2021,17-11-2018,13-07-2021,25-01-2019,09-09-2021,15-02-2019,23-09-2021,N.A.,N.A.,14-05-2018,24-12-2019,14-05-2018,17-12-2019,14-12-2018,01-02-2021,10-04-2019,29-01-2021,10-05-2019,05-04-2021,14-01-2019,25-05-2021,N.A.,N.A.,01-03-2019,13-10-2021,12-03-2019,02-01-2022,15-03-2019,09-01-2022,15-03-2019,09-01-2022,31-03-2019,31-01-2022,N.A.,N.A.
198,BHUSAWAL UNIT-6 (1X660 MW),STATE,660,31-12-2018,MAHARASTRA,EPC INCLUDING FGD & SCR EXCLUDING SWITCHYARD,PSWR,MAHAGENCO,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,30-11-2019,22-11-2019,N.A.,N.A.,30-06-2020,20-01-2021,31-05-2021,30-06-2022,30-11-2021,30-07-2022,N.A.,N.A.,20-12-2021,11-07-2022,30-12-2021,15-07-2022,24-01-2022,25-08-2022,19-02-2022,15-09-2022,N.A.,N.A.,31-10-2020,31-01-2022,30-11-2020,05-02-2022,30-11-2021,05-09-2022,10-12-2021,10-09-2022,20-01-2022,10-10-2022,23-01-2022,20-10-2022,N.A.,N.A.,31-03-2022,31-10-2022,30-04-2022,30-11-2022,31-05-2022,31-12-2022,31-05-2022,31-12-2022,31-05-2022,31-12-2022,30-06-2022,28-02-2023
199,ENNORE SEZ (2X660 MW) UNIT-1,STATE,660,27-09-2014,TAMILNADU,EPC,PSSR,TANGEDCO,27-09-2014,27-09-2014,27-12-2014,27-12-2014,10-01-2015,27-03-2017,28-08-2015,15-09-2017,N.A.,N.A.,28-01-2016,30-11-2018,28-12-2016,15-02-2020,30-05-2017,17-09-2022,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,20-06-2017,21-12-2022,15-07-2017,05-03-2023,N.A.,N.A.,27-04-2016,02-04-2022,27-05-2016,11-03-2022,27-04-2017,25-01-2023,10-06-2017,26-01-2023,12-07-2017,24-02-2023,30-07-2017,20-03-2023,12-08-2017,25-03-2023,27-09-2017,30-03-2023,27-10-2017,21-04-2023,27-10-2017,21-04-2023,27-01-2018,11-06-2023,27-11-2017,21-05-2023,N.A.,N.A.
200,ENNORE SEZ (2X660 MW) UNIT-2,STATE,660,27-09-2014,TAMILNADU,EPC,PSSR,TANGEDCO,27-09-2014,27-09-2014,27-12-2014,27-12-2014,10-01-2015,27-03-2017,28-10-2015,08-06-2018,N.A.,N.A.,28-03-2016,16-05-2019,27-02-2017,29-03-2021,29-07-2017,17-11-2022,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,20-08-2017,21-02-2023,15-09-2017,05-05-2023,N.A.,N.A.,27-06-2016,08-05-2022,27-07-2016,11-05-2022,20-06-2017,25-03-2023,10-08-2017,26-03-2023,12-09-2017,24-04-2023,30-09-2017,20-05-2023,12-10-2017,25-05-2023,27-11-2017,30-06-2023,27-12-2017,21-07-2023,27-12-2017,21-07-2023,27-03-2018,11-08-2023,27-01-2018,30-09-2023,N.A.,N.A.
201,KRISHNAPATNAM SDSTPS STAGE-II (1X800MW),CENTRAL,800,15-12-2015,ANDHRA PRADESH,BTG,PSSR,APPDCL (ANDHRA PRADESH POWER DEVELOPMENT CORP. LTD,15-12-2015,15-12-2015,N.A.,N.A.,N.A.,N.A.,25-10-2016,27-05-2017,N.A.,N.A.,06-04-2017,04-02-2018,27-03-2018,01-07-2019,11-12-2018,31-12-2019,N.A.,N.A.,12-12-2018,13-11-2020,25-12-2018,07-12-2020,27-12-2018,20-03-2021,20-01-2019,04-06-2021,N.A.,N.A.,26-08-2017,24-08-2018,23-11-2017,03-10-2018,14-11-2018,30-12-2020,30-11-2018,19-03-2020,14-01-2019,09-09-2020,14-02-2019,08-03-2021,N.A.,N.A.,14-03-2019,10-11-2021,N.A.,N.A.,14-04-2019,31-01-2022,14-04-2019,31-01-2022,14-04-2019,31-01-2022,N.A.,N.A.
202,KHURJA TG PKG UNIT-1 (2X660 MW),CENTRAL,660,03-10-2019,UTTAR PRADESH,TG,PSNR,THDC INDIA LTD,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,02-09-2021,20-03-2022,03-09-2021,07-04-2022,04-08-2022,04-08-2022,N.A.,N.A.,N.A.,N.A.,09-11-2022,09-11-2022,N.A.,N.A.,02-04-2023,02-04-2023,02-06-2023,02-06-2023,05-06-2023,05-06-2023,05-06-2023,05-06-2023,02-07-2023,02-07-2023,02-08-2023,02-08-2023
203,KHURJA TG PKG UNIT-2 (2X660 MW),CENTRAL,660,03-10-2019,UTTAR PRADESH,TG PKG,PSNR,THDC INDIA LTD,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,02-03-2022,30-06-2022,03-03-2022,30-06-2022,04-02-2023,04-02-2023,N.A.,N.A.,N.A.,N.A.,09-05-2023,09-05-2023,N.A.,N.A.,02-10-2023,02-10-2023,02-12-2023,02-12-2023,05-12-2023,05-12-2023,05-12-2023,05-12-2023,02-01-2024,02-01-2024,02-02-2024,02-02-2024
204,NABINAGAR SG PKG UNIT-3 (3X660 MW),CENTRAL,0,31-01-2013,BIHAR,SG WITH ESP,PSER,NPGCL (NTPC-BSEB JV),31-01-2013,31-01-2013,30-11-2013,28-12-2013,N.A.,N.A.,31-01-2015,29-04-2015,N.A.,N.A.,31-12-2015,31-08-2016,31-08-2016,04-07-2019,31-07-2017,11-12-2020,N.A.,N.A.,05-01-2017,04-01-2021,10-01-2017,07-01-2021,05-09-2017,22-01-2021,30-09-2017,17-02-2021,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,30-11-2017,28-03-2021,31-01-2018,20-01-2022,31-01-2018,25-01-2022,31-01-2018,25-01-2022,31-03-2018,24-02-2022,N.A.,N.A.
205,NORTH CHENNAI STAGE III (1X800 MW),STATE,800,29-01-2016,TAMILNADU,BTG & ITS CIVIL WORKS,PSSR,TANGEDCO,29-01-2016,29-01-2016,N.A.,N.A.,30-05-2016,13-02-2017,29-11-2016,30-08-2017,N.A.,N.A.,13-05-2017,31-07-2018,28-02-2018,31-12-2019,29-10-2018,23-02-2021,N.A.,N.A.,15-11-2018,15-03-2022,29-11-2018,30-03-2022,31-12-2018,10-05-2022,29-01-2019,25-06-2022,N.A.,N.A.,29-08-2017,14-11-2018,28-10-2017,30-01-2019,15-11-2018,01-02-2020,20-11-2018,03-11-2020,29-12-2018,17-02-2021,15-01-2019,10-05-2022,N.A.,N.A.,28-02-2019,31-08-2022,28-03-2019,30-09-2022,28-04-2019,30-10-2022,28-04-2019,30-09-2022,28-04-2019,30-10-2022,N.A.,N.A.
206,NORTH KARANPURA UNIT-1 (3X660 MW),CENTRAL,660,28-02-2014,JHARKHAND,EPC,PSER,NTPC,28-02-2014,20-10-2014,N.A.,N.A.,28-03-2014,08-01-2015,28-06-2015,29-04-2016,N.A.,N.A.,28-12-2015,12-08-2017,28-11-2016,05-01-2019,28-06-2017,24-12-2020,N.A.,N.A.,28-05-2017,10-11-2020,28-06-2017,12-11-2020,28-07-2017,25-01-2021,28-08-2017,08-02-2021,N.A.,N.A.,28-03-2016,27-12-2018,28-05-2016,25-11-2017,28-04-2017,28-08-2019,28-05-2017,17-07-2020,28-06-2017,16-10-2020,28-07-2017,25-01-2021,N.A.,N.A.,28-10-2017,26-03-2022,28-11-2017,27-05-2022,28-11-2017,27-05-2022,28-11-2017,27-05-2022,28-02-2018,27-05-2022,N.A.,N.A.
207,NORTH KARANPURA UNIT-2 (3X660 MW),CENTRAL,660,28-02-2014,JHARKHAND,EPC,PSER,NTPC,28-02-2014,28-02-2014,N.A.,N.A.,N.A.,N.A.,28-12-2015,27-07-2016,N.A.,N.A.,28-06-2016,25-10-2017,28-05-2017,22-10-2019,28-12-2017,30-11-2022,N.A.,N.A.,28-11-2017,23-11-2022,28-12-2017,30-12-2022,28-01-2018,02-01-2023,28-02-2018,24-01-2023,N.A.,N.A.,28-09-2016,03-09-2020,28-11-2016,31-01-2018,28-10-2017,05-11-2021,28-11-2017,21-09-2022,28-12-2017,25-10-2022,28-01-2018,24-11-2022,N.A.,N.A.,28-04-2018,30-05-2023,28-05-2018,24-06-2023,28-05-2018,24-06-2023,28-05-2018,25-07-2023,28-07-2018,25-07-2023,N.A.,N.A.
